"","CEB01","CEB02","CEB03","CEB04","CEB05","CEB06","CEB07","CEB08","CEB09","CEB10","CEB11","CEB12","CEB13","CEB14","CEB15","CEB16","CEB18","CEB19","CEB20","CEB21","CEB22","CEB23","CEB24","CEB25","CEB26","CEB27","CEB29","CEB32","CEB33","CEB35","LEY01","LEY02","LEY04","LEY05","LEY06","LEY07","LEY09","LEY10","LEY11","LEY13","LEY14","LEY15"
"CEB22",0.0121688089742927,0.0309739930656717,0.00808385484064697,-0.0190261681473699,0.027056551493339,1.01802050636634e-05,0.0162317805016288,0.0171016597535218,0.0130826063953935,0.0275193121517324,0.0305360633108311,0.0180047547459424,0.0129222633262908,0.0115708064091864,0.0107018291476579,-0.0132187548751129,0.0307535336025143,-0.00482326710572123,-0.00685945994625385,0.0343049324514427,NA,-0.0037710416264861,0.00748482984419282,0.0115435772379841,0.00564757711394795,0.027309099535694,-0.0206434780815955,0.0305279799544966,0.0596957325583854,0.0201174491517233,-0.00768292434909454,0.0209264120974683,0.0543171544938374,0.0123462838851286,0.0509098807575345,0.0517714627923233,-0.0386330270925892,0.00671303616237174,0.00500321118701925,0.0228034072208154,0.0231423821073414,0.00287785331905855
"CEB23",-0.00128496330316584,0.0551500653563643,0.0195625336359857,-0.00297221292887309,0.0265438628704297,-0.0101685239721108,0.00795521972008627,0.0158385949510799,0.0112708911369023,0.0160871568015024,0.02742934335941,0.0078001125420025,0.0325976651556048,0.0241374992365773,0.0205691884013292,0.00216763408427813,0.0557488518705273,0.00881942685656471,0.000663047992100201,0.06189835994445,-0.0037710416264861,NA,0.0256926794971069,0.0347021195316868,0.00540346835973017,0.0372108989684372,0.000815902171465736,0.0601792291698777,0.0727254126512367,0.03612693457949,0.0284777732677638,0.0532657429383626,0.0666046684667092,0.0197591195004615,0.0652988639740828,0.0788284071488436,0.0192648821547142,-6.93375654862494e-05,0.0163302848188656,0.0117565136130072,0.00730362818704401,0.00643269319508575
"CEB24",-0.00133091911464825,0.00746230089333842,0.079642309486975,-0.0136756461221255,0.00931783507106415,0.0180945784083614,0.0141371185641273,0.00154560136185258,-0.000696479738930865,0.00459225706353508,0.0101803845439397,-0.00338353566413135,0.0184852844085013,0.0162736070291573,0.0295088676944419,0.0247496862189747,0.0258182061559779,0.00270818023661842,0.0435115185184432,0.0293042476832549,0.00748482984419282,0.0256926794971069,NA,-0.014962212764605,-0.00267511237696741,0.0243649625446136,-0.00573800370247549,0.0251908738994141,0.0416587100105738,-0.00639173604439841,-0.00597054938098146,0.00191373655577112,0.0286212823867838,0.00515432129666469,0.0285276782331405,0.0260086582539204,-0.05651379625321,-0.00795087859166647,0.000697465035874319,0.00820723499461884,0.0140376429415576,-0.000372607001592723
"CEB25",0.00700287597055863,0.00135489339377039,0.0847995825964003,-0.0115680621744565,0.00780307695347892,0.0260819578144413,0.0174002787330619,0.00337572024825378,0.00355630726294055,0.0126830849923918,0.0147339036607568,0.00435943785322877,0.01318357742943,0.0207646139432147,0.0277138730152944,0.0260103644306771,0.0289137069940619,0.00523262082953613,0.0501018657795655,0.0244115256040012,0.0115435772379841,0.0347021195316868,-0.014962212764605,NA,0.000229807625741587,0.0107374665320053,-0.00764663542848526,0.0117112213967831,0.0366163516222803,-0.00625476158879814,-0.0178762789721182,-0.0120567081850183,0.029748150481366,0.00455880031405636,0.0315141905551232,0.0170839571596432,-0.069770089493696,-0.00299923147251799,0.0040276555704984,0.0157954235448245,0.0211160324101456,-0.00195580350881702
"CEB26",-0.000723038330207313,0.0206279282369268,0.0625226405383467,-0.00991786481488402,-0.00561915185945495,0.00208887089374816,-0.000594783041341485,-0.00178903513266773,-0.00429704186445933,-0.00516739113688015,0.00623015039553372,-0.0089867438204131,0.0119560372651372,0.0216780734379369,0.0188585390748966,0.0137052205631128,0.027257212618059,0.00132407765497562,0.0307613318828926,0.0293817857416515,0.00564757711394795,0.00540346835973017,-0.00267511237696741,0.000229807625741587,NA,0.00686560337634696,-0.000151819289423296,0.0158963786108124,0.0387470412097349,0.00147518383875193,-0.0137370571420164,0.00501406799594341,0.0339684228764913,0.00377576931332713,0.037750612204458,0.0272815737831322,-0.0292369802474193,-0.0200902427046402,0.00092853066995056,0.00164334271722383,0.00390825291827505,-0.00337389668739134
"CEB27",0.0308620938371502,0.0397643527467038,0.0763473488127512,0.0242784582939595,0.0280314946387199,0.0365050737590919,0.0338707951904911,0.0269018172033403,0.0293243398049789,0.0342865634750365,0.0426534913465051,0.0287695272958664,0.0367791305173478,0.0460770533498636,-0.00877206613256822,0.0353117321533392,0.0590461297462789,0.0244845806874014,0.0490347556507669,0.0485977910592304,0.027309099535694,0.0372108989684372,0.0243649625446136,0.0107374665320053,0.00686560337634696,NA,0.0182863644568186,0.0590437924396835,0.0674032700482426,0.0156131341169291,0.0138094993872561,0.0420044937715809,0.0613584702252107,0.0336104977991362,0.0605835871403293,0.0516786101116779,0.00304428391245109,0.00133211101501913,0.0262857837998182,0.0360233431107831,0.0375780565100683,0.0238017387059499
"CEB29",-0.00222585164690735,0.0176862521611023,0.0207219864961734,-0.0295697869240842,0.0193944748576969,0.00367554278940646,0.0127300293961384,0.00785161285087837,0.00485066161611337,0.0231887142853416,0.0218159828698111,0.00593060998444646,0.00242970366008337,0.00552868146163051,0.00436918374254338,-0.011599395736597,0.0207464007431501,-0.0119395216112347,0.0038279778192432,0.0293512425660856,-0.0206434780815955,0.000815902171465736,-0.00573800370247549,-0.00764663542848526,-0.000151819289423296,0.0182863644568186,NA,0.0282073390591582,0.0556191604010489,0.000831364641437358,-0.00708990927221788,0.00441396248711152,0.0446523495546283,0.00294949706145573,0.0393242374634464,0.0346628804481917,-0.0657208272341703,0.00525051552473677,-0.00802245829848976,0.0148176379421447,0.0221376085752779,-0.0100155696924345
"CEB32",0.0045677340685554,-0.018172871537369,0.186278786251943,-0.0158317957128864,-0.00768353757183715,0.0540901164243579,0.00695048763798047,0.00810225564121535,-0.00724161839350646,0.0143137599624941,-0.0108559272551957,-0.00348288817074143,-0.0468584850264239,-0.0252820004152153,0.0420960315720237,0.0581599191702004,-0.0389662261380322,-0.0114706785938004,0.115168125995456,0,0.0305279799544966,0.0601792291698777,0.0251908738994141,0.0117112213967831,0.0158963786108124,0.0590437924396835,0.0282073390591582,NA,0.00167603741961565,-0.0201339634595805,0,0,-0.0227682820798806,-0.0134908145974401,-0.00530037689958732,-0.0127249799380947,0,0.0479291747227028,-0.0392984768058305,0.0173624109225313,0.0714458433414473,0.0499931909252566
"CEB33",0.0257699279329328,0.00343201390388122,0.146324022427368,0.0368005896483399,0.016323618140792,0.0592530155322754,0.02396172555342,0.0256764222271453,0.0195006332205184,0.0193291637259494,0.0106958059427592,0.0106594925107478,-0.000335343040541848,0.0134452579006574,0.123886059192128,0.0657587317701977,0.00945912137489397,0.0195460706223649,0.110819699122399,0.0140895224755778,0.0596957325583854,0.0727254126512367,0.0416587100105738,0.0366163516222803,0.0387470412097349,0.0674032700482426,0.0556191604010489,0.00167603741961565,NA,0.01620199884225,-0.0354203409758965,-0.00401092130379097,0.000388161886785734,0.00894167950149052,0.000482438542023378,0.0240518462157949,0.0931727525466194,0.0418493042422411,0.00168431877222073,0.0263586591456114,0.0790834483743988,0.05917032289813
"CEB35",0.000320143522175646,-0.0127090035272336,0.0885850876659532,-0.00464530724545259,-0.00127919999958342,0.0292473716714625,0.0108970614857791,-0.0011337828211134,0.00128045923074226,0.00396300051464569,0.00127961353289444,-0.0124502833563774,-0.0164918104261284,0.00801809052081817,0.0196480641488217,0.0312785920176678,0.00676466637274111,-0.0045539164640004,0.0536792417018879,-0.0169913165020539,0.0201174491517233,0.03612693457949,-0.00639173604439841,-0.00625476158879814,0.00147518383875193,0.0156131341169291,0.000831364641437358,-0.0201339634595805,0.01620199884225,NA,-0.0505231180058465,-0.0379012014883792,0.00947003788467092,-0.00173741118327894,0.012110595994421,-0.0360933798936858,-0.039411147016093,-0.0108477698265996,-0.00954593002301474,0.00678171481130045,0.0240288068969371,0.0106808010889459
